"feat","avg(vad_eb.V)","avg(vad_eb.A)","avg(vad_eb.D)","avg(vad_eb.V > 3)","avg(vad_eb.A > 3)","avg(vad_eb.D > 3)"
"weak-willed","2.500000","3.200000","3.000000","0.0000","1.0000","0.0000"
"weaken","3.000000","3.000000","3.100000","0.0000","0.0000","1.0000"
"weakens","3.100000","3.200000","3.100000","1.0000","1.0000","1.0000"
"weaker","2.800000","3.250000","3.100000","0.0000","1.0000","1.0000"
"weakest","2.850000","2.750000","3.150000","0.0000","0.0000","1.0000"
"wealth","2.720000","3.090000","2.933333","0.3333","0.6667","0.0000"
"wealthy","2.946667","2.833333","3.056667","0.6667","0.0000","0.3333"
"weapons","2.784000","3.025333","3.152667","0.1333","0.5333","0.7333"
"weapons-grade","2.700000","3.200000","2.900000","0.0000","1.0000","0.0000"
"wear","3.210000","3.038000","3.172000","0.8000","0.4000","0.6000"
"weariness","2.300000","2.800000","2.400000","0.0000","0.0000","0.0000"
"wearing","2.982000","2.956000","3.040000","0.2000","0.2000","0.6000"
"weather","2.896000","2.978000","3.030000","0.4000","0.4000","0.6000"
"weaves","3.110000","3.110000","3.110000","1.0000","1.0000","1.0000"
"web","2.963846","2.983846","3.063846","0.4615","0.3077","0.4615"
"webb","3.000000","2.900000","3.000000","0.0000","0.0000","0.0000"
"webcast","2.900000","3.000000","2.900000","0.0000","0.0000","0.0000"
"webpage","2.800000","3.045000","2.945000","0.0000","0.5000","0.0000"
"webs","2.910000","3.000000","2.910000","0.0000","0.0000","0.0000"
"website","2.973000","3.026500","3.062000","0.3500","0.4500","0.5500"
"wed","3.110000","3.000000","3.110000","1.0000","0.0000","1.0000"
"wedding","3.465000","3.265000","2.950000","1.0000","1.0000","0.0000"
"wedgwood","3.090000","2.820000","3.000000","1.0000","0.0000","0.0000"
"wednesday","3.005333","2.926000","3.031333","0.2667","0.2000","0.2667"
"wednesday's","3.120000","2.685000","3.060000","1.0000","0.5000","0.5000"
"wee","2.700000","3.200000","2.800000","0.0000","1.0000","0.0000"
"weed","3.100000","2.700000","3.100000","1.0000","0.0000","1.0000"
"week","2.999032","3.056129","3.096452","0.3548","0.5161","0.5161"
"weekdays","3.000000","3.000000","3.170000","0.0000","0.0000","1.0000"
"weekend","3.070000","2.966000","2.944000","0.8000","0.4000","0.4000"
"weekends","3.266667","3.233333","3.178333","0.6667","0.8333","0.6667"
"weeklong","3.000000","3.000000","3.100000","0.0000","0.0000","1.0000"
"weekly","3.030000","3.015000","3.102500","0.5000","0.5000","0.5000"
"weeks","2.942000","2.998400","3.021600","0.3600","0.3200","0.4000"
"weep","2.820000","2.730000","3.090000","0.0000","0.0000","1.0000"
"weeps","3.100000","3.100000","3.000000","1.0000","1.0000","0.0000"
"wehner","3.000000","2.750000","3.120000","0.0000","0.0000","1.0000"
"weigh","2.455000","3.055000","2.735000","0.0000","0.5000","0.0000"
"weighed","3.100000","3.000000","3.200000","1.0000","0.0000","1.0000"
"weighing","2.880000","2.870000","3.250000","0.0000","0.0000","1.0000"
"weighs","2.966667","3.066667","3.066667","0.3333","0.6667","0.6667"
"weight","2.902500","3.020000","3.155000","0.5000","0.2500","0.5000"
"weight-loss","3.090000","2.820000","3.000000","1.0000","0.0000","0.0000"
"weighted","2.110000","3.110000","2.670000","0.0000","1.0000","0.0000"
"weightlessness","3.110000","3.000000","3.000000","1.0000","0.0000","0.0000"
"weinberger","3.125000","2.945000","3.110000","1.0000","0.0000","0.5000"
"weird","2.942857","2.957143","3.100000","0.1429","0.2857","0.4286"
"weirdness","3.200000","3.400000","3.000000","1.0000","1.0000","0.0000"
"weisfield's","3.066667","2.933333","3.000000","0.6667","0.3333","0.0000"
"welchs","2.500000","3.300000","2.900000","0.0000","1.0000","0.0000"
"welcome","3.467059","3.222941","3.187059","0.8824","0.7059","0.8235"
"welcomed","2.835000","3.005000","3.055000","0.0000","0.5000","0.5000"
"welcomes","3.334000","3.048000","3.104000","0.8000","0.6000","0.6000"
"weld","2.630000","3.120000","2.630000","0.0000","1.0000","0.0000"
"welfare","2.935789","3.052105","3.113684","0.2105","0.5263","0.6316"
"well","3.033846","3.034274","3.069231","0.4274","0.5043","0.4957"
"well-being","3.275000","3.165000","3.275000","1.0000","0.5000","1.0000"
"well-deserved","3.100000","3.000000","3.000000","1.0000","0.0000","0.0000"
"well-financed","3.000000","3.290000","3.290000","0.0000","1.0000","1.0000"
"well-funded","2.300000","3.600000","3.000000","0.0000","1.0000","0.0000"
"well-furnished","3.000000","2.890000","3.000000","0.0000","0.0000","0.0000"
"well-intentioned","2.130000","3.130000","2.750000","0.0000","1.0000","0.0000"
"well-known","3.190000","3.076667","3.000000","1.0000","0.6667","0.3333"
"well-made","3.150000","3.000000","3.050000","1.0000","0.5000","0.5000"
"well-off","2.700000","2.900000","3.100000","0.0000","0.0000","1.0000"
"well-protected","3.200000","3.100000","3.000000","1.0000","1.0000","0.0000"
"wellcome","3.300000","3.000000","3.200000","1.0000","0.0000","1.0000"
"wendover","3.025000","2.966667","3.068333","0.5000","0.5000","0.5000"
"wendy","3.100000","2.700000","3.200000","1.0000","0.0000","1.0000"
"went","2.877895","3.020000","2.968947","0.2105","0.4211","0.2895"
"werder","3.000000","2.900000","2.900000","0.0000","0.0000","0.0000"
"were","2.880500","3.045433","3.027400","0.2467","0.4567","0.4700"
"weren","2.430000","3.290000","2.860000","0.0000","1.0000","0.0000"
"weren't","3.066667","2.965000","3.018333","0.1667","0.5000","0.5000"
"werewolf","2.630000","3.500000","2.880000","0.0000","1.0000","0.0000"
"wertheim","3.000000","2.900000","3.200000","0.0000","0.0000","1.0000"
"west","3.045278","3.000833","3.031389","0.5278","0.3611","0.3611"
"westchester","3.000000","3.120000","3.250000","0.0000","1.0000","1.0000"
"western","3.068889","2.937407","3.065556","0.5926","0.2222","0.4815"
"westward","2.780000","3.220000","3.110000","0.0000","1.0000","1.0000"
"wet","2.000000","3.550000","2.850000","0.0000","1.0000","0.5000"
"wetlands","3.310000","3.310000","3.342857","1.0000","0.8571","1.0000"
"whale","2.725000","3.025000","3.040000","0.5000","0.5000","0.5000"
"whale-watching","3.120000","3.000000","3.120000","1.0000","0.0000","1.0000"
"whalen","3.155000","2.855000","2.995000","0.5000","0.0000","0.5000"
"whaler","2.600000","2.850000","3.050000","0.0000","0.0000","0.5000"
"whales","3.120000","3.276667","3.101667","0.6667","1.0000","0.5000"
"whaling","2.657500","3.132500","3.160000","0.2500","0.5000","0.5000"
"wharf","3.200000","3.000000","3.100000","1.0000","0.0000","1.0000"
"what","2.941932","3.102136","3.072576","0.2678","0.5288","0.5322"
"what's","2.843077","3.081538","2.986923","0.0769","0.5385","0.3846"
"whatever","2.786000","3.156000","3.027000","0.3000","0.6000","0.4000"
"whatsoever","2.895000","3.027500","3.265000","0.0000","0.2500","1.0000"
"whedon","2.950000","3.060000","3.000000","0.0000","0.5000","0.0000"
"wheel","3.000000","2.800000","3.050000","0.5000","0.0000","0.5000"
"wheel-ruts","2.860000","2.570000","3.140000","0.0000","0.0000","1.0000"
"wheels","3.180000","3.091667","3.186667","0.5000","0.3333","0.8333"
"when","2.945506","3.055506","3.047228","0.3109","0.4569","0.4757"
"whence","3.300000","3.100000","3.200000","1.0000","1.0000","1.0000"
"whenever","3.105000","3.150000","3.370000","1.0000","0.5000","1.0000"
"where","3.034125","3.020000","3.054500","0.4813","0.4375","0.5313"
"where's","2.950000","3.050000","2.950000","0.0000","0.5000","0.0000"
"whereas","3.016667","3.016667","3.100000","0.3333","0.3333","0.6667"
"wherein","3.000000","3.120000","3.000000","0.0000","1.0000","0.0000"
"whereupon","2.800000","3.000000","3.000000","0.0000","0.0000","0.0000"
"wherever","2.784000","3.082000","3.132000","0.2000","0.4000","0.6000"
"whether","2.943939","3.019091","3.057879","0.2424","0.3939","0.4545"
"which","2.973649","2.985965","3.056491","0.3298","0.3088","0.4877"
"while","2.958165","3.043486","3.050550","0.3394","0.4312","0.4771"
"whined","2.900000","3.200000","2.900000","0.0000","1.0000","0.0000"
"whirled","2.755000","3.505000","3.145000","0.0000","1.0000","0.5000"
"whisked","2.600000","3.000000","2.800000","0.0000","0.0000","0.0000"
"whisper","2.700000","3.400000","2.700000","0.0000","1.0000","0.0000"
"whispered","3.800000","3.700000","3.600000","1.0000","1.0000","1.0000"
"whispering","3.100000","3.100000","3.100000","1.0000","1.0000","1.0000"
"whistle-blowing","3.100000","3.400000","3.000000","1.0000","1.0000","0.0000"
"white","2.996147","2.981193","3.063486","0.3670","0.3945","0.4954"
"white-pale","3.000000","3.120000","3.120000","0.0000","1.0000","1.0000"
"whited","3.000000","2.880000","3.000000","0.0000","0.0000","0.0000"
"whiteness","3.400000","3.100000","3.100000","1.0000","1.0000","1.0000"
"whitewash","3.100000","3.000000","3.300000","1.0000","0.0000","1.0000"
"whitewashed","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"whitewater","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"who","2.938299","3.079965","3.049375","0.3299","0.5347","0.4861"
"who'd","3.000000","3.000000","3.100000","0.0000","0.0000","1.0000"
"who's","2.850000","3.150000","2.950000","0.5000","1.0000","0.5000"
"who-knows-what","3.200000","3.400000","3.100000","1.0000","1.0000","1.0000"
"whoever","2.966667","3.036667","3.070000","0.0000","0.3333","0.6667"
"whole","3.032308","3.023846","3.029744","0.4615","0.4359","0.4103"
"whole-step","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"whole-tone","2.999000","2.824000","3.004000","0.1000","0.0000","0.2000"
"wholesale","3.000000","3.025000","3.050000","0.2500","0.2500","0.5000"
"wholesaler","2.745000","3.112500","3.060000","0.0000","0.7500","0.5000"
"wholesaler-sponsored","3.300000","3.000000","3.100000","1.0000","0.0000","1.0000"
"wholesalers","2.749565","3.053913","3.043043","0.1304","0.4783","0.4783"
"wholesales","2.500000","3.400000","3.300000","0.0000","1.0000","1.0000"
"wholly","2.785000","3.095000","3.105000","0.0000","0.5000","1.0000"
"whom","2.811000","3.146000","3.069000","0.2000","0.6000","0.5000"
"whomever","2.800000","3.300000","3.100000","0.0000","1.0000","1.0000"
"whoopi","2.800000","2.800000","3.100000","0.0000","0.0000","1.0000"
"whooping","3.200000","3.200000","3.100000","1.0000","1.0000","1.0000"
"whoops","3.130000","3.750000","3.500000","1.0000","1.0000","1.0000"
"whoosh","2.900000","3.200000","2.800000","0.0000","1.0000","0.0000"
"whores","2.800000","3.100000","3.300000","0.0000","1.0000","1.0000"
"whose","2.935833","3.034722","3.074444","0.2500","0.5000","0.5000"
"whuffle","3.200000","3.200000","3.300000","1.0000","1.0000","1.0000"
"why","2.870270","3.068018","3.042793","0.2072","0.5135","0.4144"
"why's-there-a-bell","3.000000","2.880000","3.000000","0.0000","0.0000","0.0000"
"wicked","2.800000","3.300000","3.500000","0.0000","1.0000","1.0000"
"wicklow","3.310000","3.125000","3.055000","1.0000","1.0000","0.5000"
"widdersh","2.900000","3.125000","3.275000","0.0000","0.5000","1.0000"
"wide","3.135000","3.111000","3.105000","0.6000","0.6000","0.6000"
"widely","3.000000","2.830000","3.000000","0.0000","0.0000","0.0000"
"wider","2.900000","2.950000","3.000000","0.0000","0.0000","0.5000"
"widespread","3.000000","2.850000","3.060000","0.0000","0.0000","0.5000"
"widow","1.880000","3.370000","2.380000","0.0000","1.0000","0.0000"
"width","3.000000","2.860000","3.000000","0.0000","0.0000","0.0000"
"wife","2.947200","2.998400","2.965600","0.3600","0.4000","0.2400"
"wife's","2.940000","3.025000","3.160000","0.0000","0.5000","1.0000"
"wifi","2.720000","3.190000","2.765000","0.0000","1.0000","0.0000"
"wiggle","3.000000","2.900000","2.800000","0.0000","0.0000","0.0000"
"wigley","3.000000","2.600000","2.800000","0.0000","0.0000","0.0000"
"wii","3.250000","3.200000","3.135000","0.5000","0.5000","0.5000"
"wikholm","3.000000","3.000000","2.900000","0.0000","0.0000","0.0000"
"wild","3.006667","3.168000","3.113333","0.6000","0.7333","0.4667"
"wild-west","2.825000","3.040000","3.110000","0.0000","0.5000","1.0000"
"wilderness","3.141667","3.021667","3.098333","0.6667","0.5000","0.8333"
"wildfire","2.200000","3.500000","3.200000","0.0000","1.0000","1.0000"
"wildflower","3.100000","2.700000","3.200000","1.0000","0.0000","1.0000"
"wildlife","3.220000","3.148169","3.177042","0.7183","0.6338","0.6901"
"wildlifp","3.330000","2.830000","3.500000","1.0000","0.0000","1.0000"
"wildly","3.250000","2.750000","3.250000","1.0000","0.0000","1.0000"
"wilds","2.400000","3.500000","2.900000","0.0000","1.0000","0.0000"
"wilkinson","3.100000","3.100000","3.200000","1.0000","1.0000","1.0000"
"will","3.052176","3.051238","3.104770","0.4850","0.4591","0.5948"
"william","3.020000","2.900000","3.080000","0.4000","0.0000","0.6000"
"williams","3.001250","2.972500","2.992500","0.2500","0.2500","0.2500"
"willing","2.910000","3.076000","3.040000","0.2000","0.6000","0.2000"
"willingly","2.700000","3.000000","2.700000","0.0000","0.0000","0.0000"
"willingness","3.075000","3.075000","3.075000","0.5000","0.5000","0.5000"
"willow","2.852857","2.982857","2.987143","0.0000","0.2857","0.2857"
"willow's","3.025000","2.610000","3.050000","0.5000","0.0000","0.5000"
"willows","3.200000","2.900000","3.100000","1.0000","0.0000","1.0000"
"willpower","3.000000","2.800000","3.100000","0.0000","0.0000","1.0000"
"wilson","2.989091","2.919091","3.036364","0.0909","0.2727","0.4545"
"win","3.124286","3.220952","3.131905","0.6190","0.7619","0.7619"
"wind","2.891667","2.865000","2.873333","0.3333","0.0000","0.3333"
"windboat","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"winding","2.960000","3.043333","3.000000","0.6667","0.6667","0.3333"
"window","2.903500","3.041000","2.997500","0.1000","0.4500","0.3000"
"window's","2.500000","3.300000","2.700000","0.0000","1.0000","0.0000"
"windowless","2.900000","3.000000","3.300000","0.0000","0.0000","1.0000"
"windows","3.018571","3.001429","3.042857","0.3571","0.5000","0.5000"
"windowsill","3.000000","2.630000","3.000000","0.0000","0.0000","0.0000"
"winds","2.800000","2.950000","2.833333","0.0000","0.3333","0.3333"
"windsurfing","3.000000","2.700000","2.900000","0.0000","0.0000","0.0000"
"wine","2.947273","2.993864","3.085000","0.3182","0.3409","0.6136"
"wine-producing","3.000000","2.900000","3.000000","0.0000","0.0000","0.0000"
"winegrape","3.000000","2.500000","3.000000","0.0000","0.0000","0.0000"
"wineries","3.133333","3.013333","3.175000","0.5000","0.1667","0.8333"
"winery","3.102000","2.942000","3.022000","0.8000","0.4000","0.4000"
"wines","3.102381","3.037619","3.186190","0.5238","0.4762","0.8095"
"wing","3.200000","3.100000","3.100000","1.0000","1.0000","1.0000"
"wings","3.145000","3.112500","3.080000","0.7500","0.5000","0.7500"
"wink","3.000000","3.400000","3.200000","0.0000","1.0000","1.0000"
"winkler","3.000000","2.700000","3.000000","0.0000","0.0000","0.0000"
"winner","3.164000","3.040000","2.990000","0.4000","0.6000","0.4000"
"winners","3.480000","3.270000","3.103333","1.0000","1.0000","0.6667"
"winning","3.093333","3.077778","3.138889","0.5556","0.5556","0.7778"
"wins","3.450000","3.146000","3.134000","0.9000","0.7000","0.8000"
"winter","3.007778","3.028889","3.130000","0.6667","0.3333","0.5556"
"winters","2.900000","3.000000","3.100000","0.0000","0.0000","1.0000"
"wipe","2.996667","3.036667","3.156667","0.3333","0.3333","0.6667"
"wiped","2.945000","2.940000","3.220000","0.0000","0.0000","0.5000"
"wire","2.900000","2.976667","3.100000","0.0000","0.3333","0.3333"
"wireless","2.966667","2.916667","3.016667","0.1667","0.1667","0.3333"
"wires","2.955000","2.800000","3.145000","0.0000","0.0000","1.0000"
"wiretaps","2.963333","3.073333","3.060000","0.0000","0.6667","0.6667"
"wiring","2.945000","3.175000","2.950000","0.5000","0.5000","0.0000"
"wis","3.000000","2.860000","3.000000","0.0000","0.0000","0.0000"
"wisdom","2.875000","3.050000","3.190000","0.5000","0.5000","0.5000"
"wise","3.320000","2.910000","3.186667","1.0000","0.0000","1.0000"
"wish","2.927143","3.169286","3.018571","0.3571","0.7143","0.3571"
"wished","2.875000","2.997500","2.710000","0.0000","0.2500","0.2500"
"wishes","3.320000","3.104000","3.064000","0.8000","0.8000","0.6000"
"wishful","2.400000","2.900000","2.800000","0.0000","0.0000","0.0000"
"wishing","2.855000","3.010000","3.050000","0.0000","0.5000","0.5000"
"wit","3.396667","3.056667","3.110000","1.0000","0.6667","1.0000"
"with","3.010279","3.059260","3.069464","0.4287","0.4770","0.5348"
"withdraw","2.836667","3.163333","3.066667","0.0000","0.6667","0.3333"
"withdrawal","2.800000","2.950000","2.750000","0.0000","0.0000","0.0000"
"withdrawals","2.620000","3.000000","3.000000","0.0000","0.0000","0.0000"
"withdrawing","3.110000","2.890000","3.000000","1.0000","0.0000","0.0000"
"within","3.021111","2.946889","3.042222","0.3333","0.2444","0.4667"
"withnail","2.290000","2.860000","3.000000","0.0000","0.0000","0.0000"
"without","2.833714","3.067286","3.007714","0.2429","0.5000","0.4429"
"withstand","2.700000","3.200000","3.300000","0.0000","1.0000","1.0000"
"withstanding","3.000000","3.000000","3.100000","0.0000","0.0000","0.5000"
"witness","2.896667","3.012222","3.067778","0.2222","0.3333","0.5556"
"witnessed","3.050000","2.800000","3.150000","0.5000","0.0000","0.5000"
"witnesses","2.840000","2.835000","3.225000","0.0000","0.0000","1.0000"
"wives","2.800000","3.100000","3.000000","0.0000","1.0000","0.0000"
"wizardry","3.000000","3.140000","3.430000","0.0000","1.0000","1.0000"
"wnba","3.000000","2.800000","3.000000","0.0000","0.0000","0.0000"
"wo","3.000000","2.900000","3.000000","0.0000","0.0000","0.0000"
"woke","2.592857","3.138571","3.004286","0.0000","0.5714","0.2857"
"woken","2.500000","3.150000","3.200000","0.0000","1.0000","1.0000"
"woks","3.220000","2.890000","3.110000","1.0000","0.0000","1.0000"
"wolf","2.882222","3.178889","3.145556","0.1667","0.6667","0.6667"
"wolf-hunting","2.220000","3.110000","2.890000","0.0000","1.0000","0.0000"
"wolin","2.900000","2.800000","3.100000","0.0000","0.0000","1.0000"
"wolves","2.794783","3.151304","3.098261","0.2174","0.7391","0.5652"
"woman","2.953939","3.106364","3.041515","0.3333","0.5455","0.4545"
"woman's","2.700000","3.350000","3.100000","0.0000","0.5000","1.0000"
"women","3.038182","3.075758","3.080000","0.4545","0.6667","0.5455"
"women's","3.100000","3.266667","3.133333","0.6667","0.6667","0.6667"
